Timestamp,Age,Gender,Country,state,self_employed,family_history,treatment,work_interfere,no_employees,remote_work,tech_company,benefits,care_options,wellness_program,seek_help,anonymity,leave,mental_health_consequence,phys_health_consequence,coworkers,supervisor,mental_health_interview,phys_health_interview,mental_vs_physical,obs_consequence,comments
2014-06-18,18,Male,Canada,Not applicable,No,No,No,Sometimes,500-1000,No,Yes,Yes,Yes,Don't know,No,No,Somewhat difficult,Don't know,No,No,No,No,Yes,Yes,Yes,
2014-06-10,60,Male,India,Not applicable,No,Yes,No,Often,100-500,Yes,Yes,Yes,Yes,Yes,No,Yes,Somewhat easy,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,
2014-03-09,21,Male,United States,Pennsylvania,No,Yes,No,Often,1000+,No,Yes,Don't know,Don't know,Don't know,Yes,Yes,Don't know,No,Yes,No,Some of them,Maybe,Yes,Yes,No,
2014-10-16,45,Male,Canada,Not applicable,No,No,Yes,Rarely,100-500,Yes,Yes,No,Don't know,Don't know,No,No,Somewhat easy,Yes,No,Yes,Yes,No,No,No,No,
2014-10-04,25,Female,Canada,Not applicable,No,Yes,Yes,Never,500-1000,No,No,Yes,Don't know,No,Don't know,No,Very easy,Yes,No,Some of them,Some of them,No,No,Yes,Yes,
2014-10-31,60,Male,India,Not applicable,No,No,No,Rarely,1-5,Yes,No,Yes,No,Don't know,No,Don't know,Very easy,Don't know,No,No,No,No,Yes,No,Yes,
2014-05-15,21,Male,Netherlands,Not applicable,Yes,Yes,No,Never,100-500,No,No,Yes,Don't know,Yes,Don't know,Yes,Very easy,No,Yes,Some of them,Some of them,Yes,No,No,Yes,
2014-07-14,65,Female,United Kingdom,Not applicable,No,No,No,Never,100-500,Yes,No,No,Don't know,Don't know,No,Don't know,Somewhat easy,Don't know,Yes,No,No,No,Yes,No,No,
2014-05-08,45,Male,Australia,Not applicable,No,No,No,Rarely,500-1000,No,Yes,Yes,Don't know,Don't know,Don't know,No,Very difficult,No,Don't know,Some of them,Yes,No,No,No,Don't know,
2014-02-02,21,Male,United States,Texas,No,No,No,Often,500-1000,No,Yes,Yes,No,No,No,Don't know,Somewhat difficult,No,Don't know,Yes,Some of them,Maybe,Maybe,Yes,No,
2014-06-25,25,Non-binary,United Kingdom,Not applicable,No,No,No,Often,1000+,Yes,Yes,Don't know,Yes,No,Yes,Don't know,Very easy,Yes,No,No,No,No,Yes,Don't know,Yes,
2014-01-22,65,Male,United States,Washington,No,No,Yes,Sometimes,500-1000,No,No,Yes,Don't know,Yes,No,Don't know,Very difficult,Don't know,Don't know,No,Yes,Yes,Maybe,Yes,Yes,
2014-08-26,45,Female,Canada,Not applicable,No,Yes,No,Sometimes,26-100,No,Yes,Yes,No,No,Yes,Yes,Somewhat difficult,No,No,Yes,Yes,No,No,Don't know,Don't know,
2014-06-07,30,Female,India,Not applicable,No,Yes,Yes,Never,1000+,Yes,No,Don't know,No,No,Yes,Don't know,Somewhat difficult,No,Yes,Some of them,No,No,Maybe,Yes,Yes,
2014-02-07,18,Male,Netherlands,Not applicable,No,Yes,No,Rarely,6-25,No,Yes,No,No,No,Don't know,Yes,Somewhat easy,Yes,Yes,No,No,Yes,Yes,No,No,
2014-08-18,35,Male,United States,Illinois,No,No,No,Never,500-1000,No,No,Yes,No,No,Yes,Yes,Very difficult,No,Don't know,No,No,No,Yes,Yes,Yes,
2014-12-31,55,Other,Germany,Not applicable,No,No,No,Sometimes,1000+,Yes,Yes,No,No,Don't know,No,No,Somewhat easy,Don't know,No,Some of them,No,Maybe,Yes,Yes,No,
2014-02-20,50,Male,Germany,Not applicable,No,No,No,Never,6-25,No,Yes,Yes,Yes,Yes,Yes,Don't know,Very easy,Yes,No,Some of them,No,No,No,No,Don't know,
2014-09-21,55,Female,United States,New York,No,Yes,No,Often,1000+,Yes,No,No,Don't know,Don't know,Yes,No,Somewhat easy,Yes,Don't know,No,No,No,No,No,Yes,
2014-10-10,60,Male,United States,Pennsylvania,No,No,No,Sometimes,500-1000,Yes,Yes,Yes,No,Don't know,Don't know,Don't know,Somewhat difficult,Yes,No,Some of them,No,No,Yes,Yes,No,
2014-01-27,55,Male,United States,Texas,No,No,Yes,Rarely,100-500,No,No,Don't know,No,No,No,No,Somewhat difficult,No,Yes,Yes,Yes,Maybe,No,No,No,
2014-08-14,45,Male,United States,Florida,No,No,No,Never,26-100,No,Yes,Don't know,Yes,Yes,No,Yes,Very easy,Yes,Yes,Yes,Some of them,No,Yes,Yes,Yes,
2014-10-04,30,Non-binary,United States,Illinois,Yes,No,Yes,Sometimes,100-500,No,Yes,Don't know,Yes,Yes,No,Don't know,Very easy,Yes,Yes,No,Yes,No,Yes,No,Yes,
2014-10-13,35,Other,United States,Texas,No,Yes,No,Often,1000+,No,Yes,Don't know,Yes,Yes,No,Yes,Somewhat difficult,Yes,Yes,No,No,Maybe,No,Don't know,No,
2014-04-07,18,Male,United States,California,No,No,Yes,Sometimes,26-100,No,Yes,No,No,No,Don't know,Don't know,Somewhat difficult,No,No,No,No,Yes,Yes,Don't know,Yes,
2014-10-11,18,Male,India,Not applicable,No,No,Yes,Rarely,100-500,No,Yes,Yes,Yes,No,No,Yes,Somewhat easy,Yes,Yes,Yes,No,No,Yes,No,No,
2014-11-13,25,Female,United Kingdom,Not applicable,No,Yes,No,Sometimes,6-25,Yes,Yes,Yes,Don't know,Don't know,No,No,Very difficult,Yes,Yes,No,Yes,Maybe,Yes,Yes,Yes,
2014-10-31,50,Male,Other,Not applicable,No,Yes,No,Rarely,26-100,No,Yes,No,Yes,No,Don't know,No,Don't know,Don't know,No,Some of them,Yes,No,Maybe,Yes,Yes,
2014-05-27,21,Male,Canada,Not applicable,No,No,No,Often,500-1000,No,Yes,Don't know,Yes,No,Yes,Yes,Somewhat easy,Don't know,No,No,No,No,No,Don't know,Yes,
2014-01-04,30,Female,India,Not applicable,Yes,No,Yes,Sometimes,26-100,Yes,Yes,Yes,Yes,No,No,No,Somewhat difficult,Yes,No,Some of them,Some of them,No,No,Yes,Yes,
2014-02-04,21,Male,Netherlands,Not applicable,No,No,No,Sometimes,1000+,No,Yes,Don't know,Yes,Don't know,Don't know,Yes,Very easy,No,No,Some of them,No,No,No,Don't know,Yes,
2014-07-11,35,Prefer not to say,India,Not applicable,No,Yes,Yes,Rarely,100-500,Yes,No,Don't know,No,Don't know,No,Yes,Somewhat difficult,No,No,Yes,No,No,No,No,Yes,
2014-02-18,55,Male,Canada,Not applicable,Yes,No,No,Sometimes,100-500,No,Yes,Don't know,Don't know,Don't know,Don't know,Yes,Somewhat easy,Yes,Don't know,Yes,No,No,Yes,Don't know,No,
2014-01-17,18,Male,India,Not applicable,No,No,No,Rarely,1-5,No,Yes,Don't know,No,No,No,No,Very easy,Yes,Yes,Yes,Yes,No,No,No,Don't know,
2014-06-21,35,Male,United States,Massachusetts,No,No,No,Never,1000+,No,Yes,Yes,Yes,No,Don't know,No,Very difficult,No,Yes,Some of them,Yes,No,No,No,No,
2014-08-08,55,Female,United States,New York,No,No,No,Rarely,6-25,Yes,Yes,Yes,Yes,Don't know,Don't know,No,Very difficult,Yes,Don't know,Yes,Yes,No,No,No,Yes,
2014-06-07,18,Male,United Kingdom,Not applicable,No,Yes,Yes,Often,100-500,No,Yes,Yes,No,No,Yes,Don't know,Very easy,Yes,No,Yes,No,Maybe,No,Don't know,Don't know,
2014-02-15,55,Male,United Kingdom,Not applicable,No,No,No,Sometimes,100-500,Yes,No,Yes,Don't know,Yes,Yes,No,Very easy,Don't know,No,Some of them,Yes,Yes,No,Don't know,Yes,
2014-01-06,50,Male,United States,Washington,No,Yes,No,Never,100-500,No,No,No,Yes,Yes,No,No,Somewhat easy,No,Yes,No,Yes,Maybe,Yes,No,Yes,
2014-04-09,30,Female,Other,Not applicable,No,No,No,Often,500-1000,No,Yes,Don't know,No,Yes,No,No,Somewhat difficult,No,No,Yes,No,No,Maybe,No,Yes,
2014-08-21,65,Male,India,Not applicable,No,No,No,Rarely,500-1000,No,Yes,Don't know,No,No,Yes,No,Very difficult,Yes,Don't know,Yes,Some of them,No,Yes,No,Yes,
2014-02-06,60,Male,Canada,Not applicable,No,No,Yes,Rarely,6-25,No,No,No,Yes,Yes,Yes,No,Somewhat difficult,No,No,Some of them,Some of them,Maybe,Maybe,No,Don't know,
2014-10-07,35,Female,Other,Not applicable,Yes,No,No,Rarely,100-500,No,Yes,Yes,No,Yes,Yes,Yes,Somewhat difficult,Yes,Yes,Some of them,No,No,Yes,Don't know,Yes,
2014-12-15,35,Male,Canada,Not applicable,Yes,No,No,Sometimes,500-1000,Yes,Yes,Yes,Yes,Yes,Don't know,Don't know,Very difficult,No,Don't know,Yes,Yes,Yes,Yes,No,No,
2014-10-29,65,Male,Other,Not applicable,No,No,Yes,Sometimes,100-500,Yes,Yes,Yes,No,No,No,No,Somewhat difficult,No,No,No,No,Yes,No,No,Yes,
2014-06-30,40,Non-binary,United Kingdom,Not applicable,No,No,Yes,Sometimes,6-25,No,Yes,Yes,Yes,No,No,Yes,Somewhat difficult,No,No,Some of them,Yes,No,Yes,No,No,
2014-04-05,45,Male,United States,Massachusetts,No,No,Yes,Sometimes,26-100,No,No,No,No,No,Yes,No,Somewhat difficult,Yes,Yes,Some of them,No,No,No,No,No,
2014-04-09,50,Female,Australia,Not applicable,No,No,No,Rarely,26-100,Yes,Yes,Yes,Yes,Yes,No,Yes,Very difficult,No,No,Some of them,No,Maybe,No,Don't know,Yes,
2014-07-07,50,Male,India,Not applicable,No,No,No,Sometimes,6-25,No,Yes,Yes,Don't know,Yes,Yes,Yes,Somewhat easy,Don't know,Yes,No,No,No,No,No,No,
2014-04-26,65,Female,Australia,Not applicable,No,Yes,Yes,Never,100-500,No,Yes,Yes,Yes,No,Yes,Yes,Somewhat easy,No,Yes,Some of them,Some of them,Maybe,Yes,Yes,No,
2014-07-10,21,Male,Other,Not applicable,No,No,No,Sometimes,100-500,Yes,No,No,Don't know,No,Don't know,No,Very easy,Yes,No,Yes,No,No,Yes,No,No,
2014-09-10,55,Male,Australia,Not applicable,No,Yes,No,Sometimes,1-5,No,No,Yes,Don't know,Yes,Don't know,No,Very difficult,No,No,Yes,No,Maybe,Yes,Yes,No,
2014-06-10,45,Other,Germany,Not applicable,No,No,No,Sometimes,500-1000,No,Yes,Yes,Don't know,Yes,Yes,Don't know,Somewhat easy,Yes,No,No,Yes,Yes,No,No,No,
2014-09-13,30,Female,France,Not applicable,No,Yes,Yes,Sometimes,1000+,Yes,Yes,Yes,No,Don't know,Yes,Yes,Somewhat easy,Don't know,No,No,Some of them,Maybe,No,Don't know,Yes,
2014-11-19,30,Male,India,Not applicable,Yes,No,Yes,Sometimes,1000+,Yes,Yes,Don't know,No,No,Yes,No,Don't know,No,Yes,Some of them,Yes,No,No,No,No,
2014-05-08,65,Male,Canada,Not applicable,No,No,No,Never,1000+,No,No,Yes,Yes,Yes,No,No,Don't know,Yes,No,Yes,Some of them,Maybe,Maybe,Don't know,Yes,
2014-01-18,50,Non-binary,Netherlands,Not applicable,No,No,Yes,Often,26-100,No,No,No,Yes,Yes,Yes,Yes,Don't know,Yes,Don't know,Some of them,No,Yes,No,Yes,Yes,
2014-10-08,30,Male,United States,California,Yes,No,Yes,Never,1-5,No,Yes,No,No,Don't know,Yes,No,Very easy,Yes,Yes,Yes,Yes,No,Maybe,Don't know,Don't know,
2014-08-11,40,Female,India,Not applicable,No,Yes,No,Never,1000+,Yes,No,No,Yes,No,Yes,Yes,Very difficult,Don't know,No,No,Some of them,No,Yes,No,Yes,
2014-02-23,35,Female,Netherlands,Not applicable,No,Yes,No,Sometimes,1-5,No,Yes,Don't know,Don't know,No,No,Yes,Somewhat easy,Yes,No,Yes,Yes,Maybe,Yes,Yes,Yes,
2014-02-27,25,Male,India,Not applicable,No,Yes,Yes,Sometimes,26-100,No,Yes,Yes,Yes,No,No,No,Very easy,No,No,No,Some of them,No,Yes,No,Yes,
2014-11-19,60,Male,India,Not applicable,No,No,Yes,Never,100-500,No,Yes,Yes,No,No,No,No,Somewhat easy,Don't know,No,No,Yes,No,Yes,Don't know,Yes,
2014-12-26,65,Female,India,Not applicable,No,No,Yes,Often,6-25,No,Yes,Yes,No,No,No,Yes,Somewhat difficult,Yes,No,No,Some of them,No,No,Yes,Yes,
2014-06-23,21,Male,Canada,Not applicable,No,No,Yes,Often,1000+,Yes,Yes,No,No,No,Don't know,Yes,Very easy,Yes,Yes,Yes,No,No,No,No,Don't know,
2014-10-07,55,Male,Netherlands,Not applicable,No,Yes,No,Sometimes,500-1000,No,Yes,Yes,No,No,Don't know,Yes,Somewhat difficult,No,Don't know,No,No,Yes,No,Don't know,Yes,
2014-04-24,60,Non-binary,United States,California,No,Yes,No,Sometimes,500-1000,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Very difficult,No,No,Some of them,No,No,No,Yes,No,
2014-10-15,55,Male,United States,New York,No,No,No,Sometimes,1000+,Yes,Yes,No,No,Don't know,Yes,Yes,Somewhat easy,Yes,No,Yes,Yes,No,Maybe,No,Yes,
2014-12-08,18,Female,United States,Washington,No,No,No,Rarely,26-100,No,Yes,No,Yes,No,No,No,Somewhat easy,Yes,No,Yes,Some of them,No,Maybe,No,No,
2014-05-31,60,Male,United Kingdom,Not applicable,No,No,No,Sometimes,500-1000,No,Yes,Yes,Don't know,Yes,Yes,No,Somewhat easy,No,No,Yes,Yes,Maybe,Yes,Yes,Don't know,
2014-05-07,25,Male,United Kingdom,Not applicable,No,No,Yes,Often,100-500,No,Yes,No,No,Don't know,No,No,Don't know,Don't know,No,Some of them,No,Maybe,Yes,No,Yes,
2014-06-04,50,Male,France,Not applicable,No,No,No,Often,500-1000,No,Yes,No,Don't know,Don't know,No,No,Very easy,Yes,No,No,No,Yes,Yes,Yes,No,
2014-09-30,40,Male,Canada,Not applicable,No,Yes,No,Often,6-25,Yes,Yes,Yes,Yes,Don't know,No,No,Somewhat easy,Yes,No,Yes,No,Yes,Yes,No,Don't know,
2014-04-14,35,Male,Canada,Not applicable,No,No,No,Rarely,500-1000,Yes,No,Yes,Yes,Don't know,Yes,Yes,Somewhat easy,Yes,No,Some of them,Yes,No,No,Yes,No,
2014-10-26,35,Male,United States,Florida,No,No,Yes,Rarely,1000+,Yes,No,No,Yes,Don't know,No,Yes,Very difficult,Don't know,Yes,No,Yes,No,No,Yes,Yes,
2014-09-03,40,Female,Canada,Not applicable,No,Yes,No,Rarely,1-5,No,No,No,Yes,Yes,Don't know,Don't know,Very easy,Yes,No,Yes,Yes,Yes,Yes,No,No,
2014-06-25,45,Male,Germany,Not applicable,No,No,No,Rarely,6-25,No,Yes,Yes,Yes,Don't know,Yes,Yes,Somewhat easy,Don't know,No,Some of them,Some of them,No,No,No,No,
2014-02-08,18,Male,United States,Illinois,No,Yes,No,Rarely,6-25,Yes,Yes,Yes,No,Don't know,No,Yes,Somewhat easy,Yes,Yes,No,Yes,No,No,Yes,Yes,
2014-06-19,55,Male,United States,Pennsylvania,Yes,No,Yes,Rarely,100-500,No,Yes,No,Yes,Yes,Yes,Yes,Very difficult,Don't know,Yes,No,Some of them,No,Yes,Don't know,Yes,
2014-09-04,25,Male,United States,Washington,No,Yes,No,Sometimes,26-100,Yes,Yes,Don't know,No,Yes,Yes,No,Somewhat easy,No,Yes,No,Yes,No,Yes,Don't know,Yes,
2014-01-26,30,Male,United States,Pennsylvania,No,No,No,Sometimes,1000+,No,Yes,No,Don't know,Don't know,No,No,Somewhat difficult,No,Don't know,Some of them,Yes,No,Maybe,Don't know,Yes,
2014-12-21,60,Male,Canada,Not applicable,No,Yes,No,Sometimes,100-500,No,Yes,Yes,No,Yes,Yes,Don't know,Very easy,Yes,No,Yes,No,No,No,No,Don't know,
2014-11-02,18,Male,United States,Texas,Yes,No,No,Often,100-500,Yes,No,Yes,Yes,Don't know,Yes,Don't know,Don't know,No,No,Yes,Yes,Maybe,Yes,Don't know,Yes,
2014-01-13,65,Male,India,Not applicable,No,No,Yes,Never,500-1000,No,Yes,Don't know,Yes,Yes,Yes,No,Somewhat difficult,Yes,Don't know,Yes,No,No,Yes,Don't know,Yes,
2014-11-12,60,Male,France,Not applicable,No,No,Yes,Never,100-500,No,No,Yes,No,Yes,No,No,Somewhat difficult,Yes,No,Some of them,Some of them,Yes,Yes,No,No,
2014-11-09,25,Female,United Kingdom,Not applicable,No,No,Yes,Sometimes,100-500,No,No,Don't know,Yes,No,No,Yes,Somewhat easy,Yes,Don't know,No,Yes,No,Yes,Yes,Yes,
2014-02-05,21,Male,Other,Not applicable,No,No,No,Sometimes,500-1000,No,Yes,Don't know,No,Yes,Yes,Yes,Somewhat easy,Don't know,No,No,No,Yes,No,Yes,Yes,
2014-06-22,21,Male,Canada,Not applicable,Yes,Yes,Yes,Sometimes,500-1000,Yes,No,Yes,Yes,No,No,Yes,Somewhat easy,No,Yes,Yes,No,No,Yes,No,No,
2014-01-20,18,Male,United Kingdom,Not applicable,Yes,Yes,No,Never,1-5,No,Yes,Don't know,Don't know,No,Yes,Yes,Somewhat difficult,No,No,No,Yes,Yes,Yes,Don't know,Yes,
2014-11-17,50,Male,Other,Not applicable,No,Yes,No,Rarely,6-25,No,No,Yes,No,Yes,No,Yes,Don't know,No,No,Some of them,Yes,No,Yes,No,Yes,
2014-09-21,25,Non-binary,United States,California,No,No,Yes,Sometimes,26-100,Yes,Yes,Don't know,No,Yes,No,Yes,Somewhat easy,Yes,No,No,Some of them,No,No,No,Yes,
2014-05-22,25,Male,Other,Not applicable,No,Yes,No,Often,100-500,Yes,No,Yes,Yes,No,No,Yes,Very difficult,Don't know,No,Some of them,Yes,No,Yes,Yes,No,
2014-05-23,40,Male,United States,Texas,Yes,No,No,Often,26-100,No,Yes,Yes,Yes,Yes,Don't know,Don't know,Very easy,No,No,Yes,Some of them,Yes,Yes,Yes,No,
2014-04-02,50,Male,Canada,Not applicable,No,No,No,Sometimes,500-1000,Yes,No,No,No,No,Don't know,No,Don't know,No,No,Some of them,No,No,No,No,Don't know,
2014-12-20,55,Male,United States,Florida,No,Yes,No,Sometimes,1000+,No,Yes,No,No,No,Yes,Don't know,Somewhat easy,No,Yes,Yes,Yes,Yes,No,Don't know,Yes,
2014-11-18,55,Male,India,Not applicable,No,Yes,No,Often,6-25,No,Yes,Yes,Yes,Yes,Don't know,No,Somewhat easy,Don't know,Don't know,No,No,Yes,Yes,No,No,
2014-10-15,30,Male,Germany,Not applicable,No,Yes,Yes,Sometimes,100-500,No,No,No,Yes,No,Yes,No,Somewhat difficult,Don't know,Don't know,Some of them,Some of them,Maybe,Yes,Don't know,Don't know,
2014-08-03,35,Non-binary,India,Not applicable,No,No,No,Sometimes,100-500,No,No,Yes,Yes,Yes,Don't know,Yes,Somewhat difficult,No,Don't know,Some of them,No,No,No,Yes,Yes,
2014-12-08,21,Male,United States,Texas,Yes,Yes,Yes,Often,100-500,Yes,Yes,Yes,No,Yes,Yes,Yes,Somewhat difficult,Yes,No,Yes,No,Yes,Maybe,No,Don't know,
2014-02-20,65,Male,United States,Washington,Yes,Yes,No,Sometimes,500-1000,Yes,Yes,Yes,Yes,Yes,No,Yes,Somewhat difficult,No,No,No,Some of them,No,Yes,No,Don't know,
2014-06-02,55,Male,United States,Texas,No,No,Yes,Often,1000+,No,Yes,Yes,No,Don't know,Yes,Don't know,Somewhat difficult,No,No,Yes,Yes,No,Yes,Don't know,Yes,
2014-07-05,50,Male,United States,Florida,No,No,No,Rarely,6-25,No,No,Yes,No,Don't know,Yes,Don't know,Very easy,Yes,Yes,Some of them,Some of them,No,Yes,Yes,Yes,
2014-03-04,25,Male,Other,Not applicable,Yes,Yes,No,Sometimes,6-25,No,No,Yes,No,Don't know,No,Yes,Somewhat easy,Yes,Yes,No,Some of them,No,No,Yes,Yes,
2014-07-09,65,Female,United States,Florida,No,Yes,No,Often,500-1000,No,No,Yes,Don't know,No,Don't know,Yes,Somewhat easy,Yes,No,No,No,Maybe,No,Yes,Yes,
2014-05-05,55,Female,France,Not applicable,Yes,Yes,Yes,Never,100-500,Yes,Yes,Yes,Don't know,Yes,No,No,Somewhat difficult,No,Don't know,Yes,Some of them,No,No,Don't know,Don't know,
2014-05-30,25,Male,France,Not applicable,No,No,No,Sometimes,6-25,Yes,Yes,Yes,No,No,No,Yes,Somewhat difficult,Yes,Yes,Some of them,No,No,No,Yes,Don't know,
2014-11-10,55,Female,United States,Florida,No,No,No,Never,6-25,No,Yes,Don't know,Yes,No,No,No,Somewhat difficult,Yes,Don't know,No,No,No,Maybe,Yes,Yes,
2014-02-27,21,Other,Germany,Not applicable,No,Yes,No,Often,100-500,No,No,Yes,No,Don't know,Yes,Yes,Somewhat difficult,No,No,Yes,No,No,Maybe,No,No,
2014-12-08,60,Non-binary,United States,Washington,No,Yes,Yes,Sometimes,26-100,Yes,Yes,Don't know,No,Yes,Yes,No,Somewhat easy,No,No,No,No,Maybe,No,No,No,
2014-11-01,55,Male,United States,Florida,No,No,No,Never,1000+,Yes,No,No,No,Yes,Yes,Yes,Very difficult,Yes,Yes,Yes,No,Maybe,No,Don't know,Yes,
2014-06-29,50,Female,United States,California,No,No,No,Sometimes,100-500,Yes,Yes,No,No,No,No,No,Very easy,Yes,No,No,Yes,No,Yes,Don't know,No,
2014-06-19,55,Male,Germany,Not applicable,No,Yes,Yes,Sometimes,26-100,Yes,Yes,No,Yes,Don't know,Yes,Yes,Somewhat difficult,Don't know,Don't know,Some of them,No,Maybe,No,No,Don't know,
2014-11-22,35,Prefer not to say,Canada,Not applicable,No,No,No,Sometimes,500-1000,No,Yes,Don't know,No,Don't know,Yes,No,Very easy,No,No,Some of them,Yes,No,No,Don't know,Yes,
2014-09-28,65,Male,United Kingdom,Not applicable,Yes,Yes,No,Rarely,26-100,No,Yes,Yes,Yes,No,Yes,Don't know,Somewhat difficult,Yes,No,No,Yes,No,No,No,Yes,
2014-02-23,65,Male,United Kingdom,Not applicable,No,Yes,No,Often,100-500,No,Yes,No,No,Don't know,Yes,Yes,Somewhat difficult,Don't know,Yes,Some of them,No,Maybe,Yes,Yes,Yes,
2014-04-11,21,Female,United States,Massachusetts,No,No,Yes,Sometimes,100-500,No,Yes,No,Yes,No,Don't know,Don't know,Somewhat easy,Yes,Yes,No,Some of them,Yes,No,Don't know,Yes,
2014-09-21,50,Male,India,Not applicable,No,No,No,Sometimes,100-500,No,Yes,No,No,Don't know,Yes,Don't know,Somewhat difficult,Don't know,Yes,Yes,No,No,No,No,Yes,
2014-02-22,40,Prefer not to say,India,Not applicable,No,No,No,Never,500-1000,No,No,Don't know,Yes,Don't know,No,Don't know,Very easy,Yes,No,Some of them,No,No,No,No,Yes,
2014-03-01,50,Other,United States,Florida,No,No,No,Often,26-100,Yes,Yes,Yes,No,Don't know,No,No,Somewhat easy,Yes,No,Yes,Yes,Maybe,Yes,No,No,
2014-04-18,65,Female,United States,Texas,No,No,No,Never,1000+,No,Yes,No,No,No,No,No,Somewhat difficult,Yes,No,Yes,No,Maybe,No,No,No,
2014-01-05,35,Male,India,Not applicable,No,No,No,Sometimes,500-1000,Yes,Yes,No,Yes,Yes,Yes,Don't know,Very difficult,Yes,Yes,Some of them,Yes,Maybe,Yes,Yes,Yes,
2014-04-13,60,Female,United States,Illinois,No,No,No,Often,26-100,Yes,Yes,Yes,No,No,Yes,Yes,Somewhat easy,No,No,Yes,Yes,Maybe,Maybe,No,Yes,
2014-07-15,21,Male,India,Not applicable,No,No,Yes,Rarely,6-25,Yes,No,Yes,No,No,Yes,No,Somewhat easy,No,No,Some of them,No,No,No,Don't know,No,
2014-09-19,40,Male,United States,Texas,No,No,No,Sometimes,26-100,No,Yes,No,No,Don't know,No,Don't know,Somewhat difficult,Don't know,Yes,Some of them,No,Yes,Yes,No,No,
2014-12-31,35,Female,United States,Illinois,Yes,Yes,No,Rarely,26-100,Yes,No,Don't know,Yes,Yes,Yes,No,Somewhat difficult,Yes,No,No,Yes,Yes,Yes,Yes,Yes,
2014-12-16,35,Male,United States,Texas,No,No,Yes,Sometimes,100-500,Yes,Yes,Yes,No,Yes,No,Don't know,Somewhat easy,Yes,Yes,Yes,No,No,No,Don't know,Yes,
2014-02-16,18,Male,United States,Washington,No,No,Yes,Sometimes,1-5,No,Yes,Don't know,No,No,No,No,Very difficult,Yes,No,No,Some of them,No,Yes,Yes,No,
2014-12-21,21,Other,Germany,Not applicable,Yes,No,No,Often,1000+,No,Yes,Yes,No,Yes,No,Don't know,Somewhat difficult,Yes,No,Yes,Yes,No,Maybe,Yes,Yes,
2014-11-07,50,Male,Canada,Not applicable,No,Yes,No,Often,6-25,No,Yes,Yes,No,No,No,No,Very easy,No,Don't know,No,Yes,No,No,Yes,Yes,
2014-11-04,25,Male,Australia,Not applicable,No,No,No,Sometimes,26-100,No,Yes,Yes,No,No,No,No,Somewhat easy,Yes,Yes,Some of them,No,Maybe,Yes,Yes,Yes,
2014-05-24,60,Non-binary,France,Not applicable,No,No,No,Sometimes,6-25,Yes,No,Yes,Yes,No,Don't know,No,Somewhat difficult,No,No,No,Yes,No,No,No,Yes,
2014-09-26,25,Male,United Kingdom,Not applicable,No,Yes,Yes,Sometimes,26-100,Yes,Yes,Yes,Yes,Yes,Yes,Don't know,Somewhat difficult,No,Yes,No,Some of them,Maybe,Yes,No,Yes,
2014-05-04,50,Female,India,Not applicable,No,No,No,Rarely,1000+,No,Yes,Yes,Yes,Don't know,No,Don't know,Somewhat easy,Yes,No,No,No,Maybe,No,Don't know,Yes,
2014-04-16,50,Prefer not to say,United States,Texas,Yes,Yes,No,Sometimes,500-1000,No,Yes,No,Yes,No,No,Don't know,Don't know,No,No,No,No,No,Yes,Don't know,No,
2014-06-07,21,Non-binary,Canada,Not applicable,No,Yes,No,Often,26-100,No,Yes,No,No,Don't know,No,No,Somewhat easy,Yes,Yes,Some of them,No,No,Maybe,Don't know,No,
2014-05-27,50,Female,India,Not applicable,No,No,Yes,Rarely,1000+,No,Yes,Yes,No,No,Yes,Yes,Somewhat difficult,Yes,No,Yes,No,No,No,No,Don't know,
2014-05-25,65,Male,United States,Washington,No,No,No,Rarely,1000+,No,Yes,Yes,Yes,Yes,No,Yes,Very easy,No,No,Some of them,Yes,No,No,No,Yes,
2014-04-30,18,Male,Germany,Not applicable,Yes,No,Yes,Rarely,500-1000,No,Yes,Yes,Don't know,Yes,Yes,Don't know,Very difficult,No,No,No,Some of them,No,Yes,Don't know,Yes,
2014-11-15,40,Female,United States,Washington,No,Yes,No,Rarely,1000+,Yes,Yes,No,No,Yes,Yes,No,Very difficult,Yes,No,Yes,No,Yes,Yes,No,No,
2014-10-02,50,Non-binary,Germany,Not applicable,No,No,No,Never,500-1000,Yes,Yes,Yes,Don't know,No,Yes,Yes,Very easy,No,Don't know,Yes,Yes,No,No,No,No,
2014-04-02,25,Male,Netherlands,Not applicable,No,Yes,No,Sometimes,100-500,No,No,Yes,No,Yes,Yes,Yes,Don't know,Yes,Don't know,No,No,Yes,No,No,Yes,
2014-02-27,50,Male,Netherlands,Not applicable,No,Yes,Yes,Sometimes,100-500,Yes,Yes,Don't know,No,No,No,Don't know,Somewhat easy,No,Don't know,No,Yes,No,Yes,No,Yes,
2014-12-12,18,Male,India,Not applicable,No,Yes,No,Sometimes,26-100,Yes,Yes,Don't know,Yes,No,Don't know,Don't know,Somewhat difficult,No,No,Yes,Yes,No,Yes,No,Yes,
2014-08-17,65,Male,India,Not applicable,No,No,No,Rarely,100-500,Yes,No,Yes,Yes,Yes,Yes,Don't know,Very difficult,No,No,Some of them,No,No,Yes,No,Yes,
2014-04-27,65,Female,United Kingdom,Not applicable,No,No,No,Sometimes,1000+,Yes,Yes,Yes,Yes,Yes,Don't know,No,Somewhat difficult,Don't know,No,No,No,Maybe,No,No,Yes,
